Rank,Rikishi,Heya,Shusshin,Birth Date,height_cm,weight_kg,wins,losses,ties
M1w,Kakuryu,Izutsu,Mongolia,10.08.1985,187,134.8,6,9,0
M2e,Aminishiki,Isegahama,Aomori,03.10.1978,185,136,6,9,0
M2w,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,188,180.1,7,8,0
M3e,Tokitenku,Tokitsukaze,Mongolia,10.09.1979,186,148.6,7,8,0
M3w,Toyonoshima,Tokitsukaze,Kochi,29.06.1983,170.5,144.2,6,9,0
M4e,Wakanoho,Magaki,Russia,08.07.1988,195,156,8,7,0
M4w,Kyokutenho,Oshima,Mongolia,13.09.1974,191.6,156.4,9,6,0
M5e,Wakanosato,Naruto,Aomori,10.07.1976,185,156.3,5,10,0
M5w,Kokkai,Oitekaze,Georgia (old),10.03.1981,189,152.2,12,3,0
M6e,Roho,Otake,Russia,09.03.1980,192,146,6,9,0
M6w,Dejima,Musashigawa,Ishikawa,21.03.1974,180,156.7,6,9,0
M7e,Baruto,Onoe,Estonia,05.11.1984,198.5,172.8,12,3,0
M7w,Hokutoriki,Hakkaku,Tochigi,31.10.1977,181.5,150,8,7,0
M8e,Goeido,Sakaigawa,Osaka,06.04.1986,182,140.3,8,7,0
M8w,Tochinonada,Kasugano,Ishikawa,26.02.1974,187,160,8,7,0
M9e,Iwakiyama,Sakaigawa,Aomori,02.03.1976,184,171,7,8,0
M9w,Kasugao,Kasugayama,Korea,01.07.1977,184,148.5,8,7,0
M10e,Futeno,Dewanoumi,Kumamoto,28.08.1980,180,154,10,5,0
M10w,Tamakasuga,Kataonami,Ehime,07.01.1972,181.5,151.4,6,9,0
M11e,Toyohibiki,Sakaigawa,Yamaguchi,16.11.1984,185,166.9,5,10,0
M11w,Takamisakari,Azumazeki,Aomori,12.05.1976,188,138,10,5,0
M12e,Tochiozan,Kasugano,Kochi,09.03.1987,189,147.1,11,4,0
M12w,Yoshikaze,Oguruma,Oita,19.03.1982,178,128.8,6,9,0
M13e,Homasho,Shikoroyama,Yamaguchi,16.04.1981,186,143.3,9,6,0
M13w,Ichihara,Kise,Aichi,16.08.1984,182,182.5,0,2,13
M14e,Kaiho,Hakkaku,Aomori,17.04.1973,177,122,4,11,0
M14w,Kakizoe,Musashigawa,Oita,12.08.1978,176,132.5,8,7,0
M15e,Wakakirin,Oguruma,Hyogo,21.09.1983,186.5,133,6,9,0
M15w,Sakaizawa,Onoe,Saitama,11.04.1983,189,162.5,3,5,7
M16e,Otsukasa,Irumagawa,Hyogo,18.02.1971,175,147.1,5,10,0
M16w,Ryuo,Miyagino,Mongolia,11.03.1983,176,145.1,5,10,0
Y1e,Asashoryu,Takasago,Mongolia,27.09.1980,184,148,11,4,0
Y1w,Hakuho,Miyagino,Mongolia,11.03.1985,191.5,152.2,15,0,0
O1e,Kotooshu,Sadogatake,Bulgaria,19.02.1983,203,154.9,10,5,0
O1w,Chiyotaikai,Kokonoe,Oita,29.04.1976,181,154.1,2,13,0
O2e,Kaio,Tomozuna,Fukuoka,24.07.1972,184,171.3,8,7,0
O2w,Harumafuji,Isegahama,Mongolia,14.04.1984,185,126,10,5,0
O3e,Kotomitsuki,Sadogatake,Aichi,11.04.1976,182,156,8,7,0
S1e,Baruto,Onoe,Estonia,05.11.1984,198,177.9,8,7,0
S1w,Kisenosato,Naruto,Ibaraki,03.07.1986,188,171.2,5,10,0
K1e,Goeido,Sakaigawa,Osaka,06.04.1986,182,148.5,9,6,0
K1w,Kyokutenho,Oshima,Mongolia,13.09.1974,191.5,158.2,6,9,0
M1e,Hokutoriki,Hakkaku,Tochigi,31.10.1977,182,150.8,2,13,0
M1w,Kakuryu,Izutsu,Mongolia,10.08.1985,187,136.6,10,5,0
M2e,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180,162.8,6,9,0
M2w,Tochiozan,Kasugano,Kochi,09.03.1987,189.5,147,8,7,0
M3e,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,187,183,4,11,0
M3w,Tokitenku,Tokitsukaze,Mongolia,10.09.1979,186,142.8,5,10,0
M4e,Takekaze,Oguruma,Akita,21.06.1979,171,142,8,7,0
M4w,Yoshikaze,Oguruma,Oita,19.03.1982,178,134.8,7,8,0
M5e,Wakanosato,Naruto,Aomori,10.07.1976,185,163.3,6,6,3
M5w,Aminishiki,Isegahama,Aomori,03.10.1978,185,143.6,9,6,0
M6e,Tamanoshima,Kataonami,Fukushima,15.09.1977,187,164.1,8,7,0
M6w,Toyonoshima,Tokitsukaze,Kochi,29.06.1983,170.5,143.2,8,7,0
M7e,Homasho,Shikoroyama,Yamaguchi,16.04.1981,187,150.4,11,4,0
M7w,Takamisakari,Azumazeki,Aomori,12.05.1976,187.5,141.7,6,9,0
M8e,Tochinonada,Kasugano,Ishikawa,26.02.1974,187.5,164.2,8,7,0
M8w,Kokkai,Oitekaze,Georgia (old),10.03.1981,189.5,153.9,5,10,0
M9e,Dejima,Musashigawa,Ishikawa,21.03.1974,180,160.3,6,9,0
M9w,Futeno,Dewanoumi,Kumamoto,28.08.1980,180.5,157.2,7,8,0
M10e,Iwakiyama,Sakaigawa,Aomori,02.03.1976,184,177,8,7,0
M10w,Tochinoshin,Kasugano,Georgia (old),13.10.1987,191.5,153.7,6,9,0
M11e,Asasekiryu,Takasago,Mongolia,07.08.1981,185,140.5,9,6,0
M11w,Aran,Mihogaseki,Russia,31.01.1984,187,144,10,5,0
M12e,Kakizoe,Musashigawa,Oita,12.08.1978,177,137.8,7,8,0
M12w,Shotenro,Musashigawa,Mongolia,31.01.1982,189,147,7,8,0
M13e,Chiyohakuho,Kokonoe,Kumamoto,21.04.1983,181.5,135,10,5,0
M13w,Yamamotoyama,Onoe,Saitama,08.05.1984,190,251.5,8,7,0
M14e,Tamawashi,Kataonami,Mongolia,16.11.1984,190,155.4,9,6,0
M14w,Shimotori,Tokitsukaze,Niigata,18.03.1978,188,142,8,7,0
M15e,Tosanoumi,Isenoumi,Kochi,16.02.1972,186,154.2,4,11,0
M15w,Kimurayama,Kasugano,Wakayama,13.07.1981,182,164,7,8,0
M16e,Toyozakura,Michinoku,Hiroshima,12.03.1974,182.5,134.1,5,10,0
Y1e,Hakuho,Miyagino,Mongolia,11.03.1985,192,153.8,15,0,0
O1e,Harumafuji,Isegahama,Mongolia,14.04.1984,185,129.1,10,5,0
O1w,Kotooshu,Sadogatake,Bulgaria,19.02.1983,203,150.1,10,5,0
O2e,Kaio,Tomozuna,Fukuoka,24.07.1972,184.5,173,8,7,0
O2w,Kotomitsuki,Sadogatake,Aichi,11.04.1976,182,156,9,6,0
S1e,Baruto,Onoe,Estonia,05.11.1984,197.5,186.8,14,1,0
S1w,Toyonoshima,Tokitsukaze,Kochi,29.06.1983,171,148.8,6,9,0
K1e,Kisenosato,Naruto,Ibaraki,03.07.1986,188.5,167.1,9,6,0
K1w,Aminishiki,Isegahama,Aomori,03.10.1978,185,146.6,8,7,0
M1e,Kakuryu,Izutsu,Mongolia,10.08.1985,186,139.5,6,9,0
M1w,Wakanosato,Naruto,Aomori,10.07.1976,183.5,156.6,6,9,0
M2e,Kyokutenho,Oshima,Mongolia,13.09.1974,191,159,3,12,0
M2w,Aran,Mihogaseki,Russia,31.01.1984,187,154.4,1,14,0
M3e,Goeido,Sakaigawa,Osaka,06.04.1986,183,149,2,4,9
M3w,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180,172.4,10,5,0
M4e,Tamawashi,Kataonami,Mongolia,16.11.1984,190,157.2,5,10,0
M4w,Tosayutaka,Tokitsukaze,Kochi,10.03.1985,179,141.5,3,12,0
M5e,Toyohibiki,Sakaigawa,Yamaguchi,16.11.1984,184,169.5,4,11,0
M5w,Homasho,Shikoroyama,Yamaguchi,16.04.1981,185,149.6,9,6,0
M6e,Tochiozan,Kasugano,Kochi,09.03.1987,188,150.6,11,4,0
M6w,Tochinoshin,Kasugano,Georgia (old),13.10.1987,191.5,159,9,6,0
M7e,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,186,182.2,10,5,0
M7w,Kakizoe,Musashigawa,Oita,12.08.1978,176.5,138.6,7,8,0
M8e,Iwakiyama,Sakaigawa,Aomori,02.03.1976,183.5,171.5,8,7,0
M8w,Takekaze,Oguruma,Akita,21.06.1979,171.5,142.3,5,10,0
M9e,Hakuba,Michinoku,Mongolia,05.05.1983,186,126.2,8,7,0
M9w,Yoshikaze,Oguruma,Oita,19.03.1982,178,139,5,10,0
M10e,Kitataiki,Kitanoumi,Tokyo,05.10.1982,184.5,143.8,10,5,0
M10w,Shimotori,Tokitsukaze,Niigata,18.03.1978,188,140.2,5,10,0
M11e,Asasekiryu,Takasago,Mongolia,07.08.1981,184.5,149,10,5,0
M11w,Hokutoriki,Hakkaku,Tochigi,31.10.1977,182,150.9,6,9,0
M12e,Okinoumi,Hakkaku,Shimane,29.07.1985,190,134.5,8,7,0
M12w,Takamisakari,Azumazeki,Aomori,12.05.1976,188,142.1,7,8,0
M13e,Tokitenku,Tokitsukaze,Mongolia,10.09.1979,186,150,10,5,0
M13w,Tokusegawa,Kiriyama,Mongolia,06.08.1983,190,154.4,8,7,0
M14e,Kokkai,Oitekaze,Georgia (old),10.03.1981,189,148.7,10,5,0
M14w,Tamanoshima,Kataonami,Fukushima,15.09.1977,187,164.5,6,9,0
M15e,Sagatsukasa,Irumagawa,Shizuoka,21.12.1981,166,128.8,6,9,0
M15w,Mokonami,Tatsunami,Mongolia,05.04.1984,186.5,152,9,6,0
M16e,Kasugao,Kasugayama,Korea,01.07.1977,183,146.5,5,10,0
M16w,Bushuyama,Musashigawa,Aomori,21.05.1976,191,172.4,4,11,0
Y1e,Hakuho,Miyagino,Mongolia,11.03.1985,191,153.5,13,2,0
O1e,Baruto,Onoe,Estonia,05.11.1984,197,184,10,5,0
O1w,Harumafuji,Isegahama,Mongolia,14.04.1984,186,128,11,4,0
O2e,Kisenosato,Naruto,Ibaraki,03.07.1986,188,171,9,6,0
O2w,Kotooshu,Sadogatake,Bulgaria,19.02.1983,203,154.5,8,7,0
O3w,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,179,174,9,6,0
S1e,Kakuryu,Izutsu,Mongolia,10.08.1985,187,143.5,13,2,0
S1w,Aminishiki,Isegahama,Aomori,03.10.1978,185,149,7,8,0
K1e,Gagamaru,Kitanoumi,Georgia (old),23.02.1987,185,198.7,6,9,0
K1w,Tochiozan,Kasugano,Kochi,09.03.1987,189,148.5,5,10,0
M1e,Myogiryu,Sakaigawa,Hyogo,22.10.1986,187,140.2,7,8,0
M1w,Tochinowaka,Kasugano,Hyogo,06.04.1988,196,179.5,5,10,0
M2e,Tokitenku,Tokitsukaze,Mongolia,10.09.1979,186,145,3,12,0
M2w,Yoshikaze,Oguruma,Oita,19.03.1982,176,136,3,10,2
M3e,Kyokutenho,Oshima,Mongolia,13.09.1974,191,158.4,5,10,0
M3w,Tochinoshin,Kasugano,Georgia (old),13.10.1987,192,158,5,10,0
M4e,Toyonoshima,Tokitsukaze,Kochi,29.06.1983,169,146.2,11,4,0
M4w,Aran,Mihogaseki,Russia,31.01.1984,187,154.4,9,6,0
M5e,Wakakoyu,Onomatsu,Chiba,24.02.1984,180,167,7,8,0
M5w,Homasho,Shikoroyama,Yamaguchi,16.04.1981,186,151,11,4,0
M6e,Shohozan,Matsugane,Fukuoka,09.02.1984,177,133.6,7,8,0
M6w,Goeido,Sakaigawa,Osaka,06.04.1986,183,141,12,3,0
M7e,Takayasu,Naruto,Ibaraki,28.02.1990,185,155,10,5,0
M7w,Toyohibiki,Sakaigawa,Yamaguchi,16.11.1984,185,176.6,9,6,0
M8e,Chiyonokuni,Kokonoe,Mie,10.07.1990,183,138.5,3,10,2
M8w,Takekaze,Oguruma,Akita,21.06.1979,171.5,146.7,9,6,0
M9e,Okinoumi,Hakkaku,Shimane,29.07.1985,192,155.5,8,7,0
M9w,Miyabiyama,Fujishima,Ibaraki,28.07.1977,187,186,8,7,0
M10e,Sadanofuji,Sakaigawa,Nagasaki,25.12.1984,189,170.5,6,9,0
M10w,Aoiyama,Kasugano,Bulgaria,19.06.1986,190,173.5,8,7,0
M11e,Asasekiryu,Takasago,Mongolia,07.08.1981,184,149.6,5,10,0
M11w,Tenkaiho,Onoe,Kumamoto,14.10.1984,183,191,6,9,0
M12e,Daido,Onomatsu,Tokyo,21.08.1982,187,160.5,7,8,0
M12w,Fujiazuma,Tamanoi,Tokyo,19.04.1987,181,182.5,5,10,0
M13e,Kitataiki,Kitanoumi,Tokyo,05.10.1982,185,149.5,9,6,0
M13w,Wakanosato,Naruto,Aomori,10.07.1976,184,162,8,7,0
M14e,Takarafuji,Isegahama,Aomori,18.02.1987,185,159,6,9,0
M14w,Ikioi,Isenoumi,Osaka,11.10.1986,192,139,5,10,0
M15e,Tamawashi,Kataonami,Mongolia,16.11.1984,187,159.3,7,8,0
M15w,Hochiyama,Sakaigawa,Aomori,18.01.1982,189,151.5,4,11,0
M16e,Shotenro,Fujishima,Mongolia,31.01.1982,189,156.6,9,6,0
M16w,Takanoyama,Naruto,Czech,21.02.1983,185,98,4,11,0
Y1e,Harumafuji,Isegahama,Mongolia,14.04.1984,186,133,9,6,0
Y1w,Hakuho,Miyagino,Mongolia,11.03.1985,192,154,15,0,0
O1e,Kisenosato,Naruto,Ibaraki,03.07.1986,188,176,10,5,0
O1w,Kotooshu,Sadogatake,Bulgaria,19.02.1983,202,157,1,5,9
O2e,Kakuryu,Izutsu,Mongolia,10.08.1985,186,146,8,7,0
O2w,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180,177,8,7,0
S1e,Goeido,Sakaigawa,Osaka,06.04.1986,183,152,10,5,0
S1w,Baruto,Onoe,Estonia,05.11.1984,197,193,9,6,0
K1e,Tochiozan,Kasugano,Kochi,09.03.1987,188,152,10,5,0
K1w,Aminishiki,Isegahama,Aomori,03.10.1978,186,152,7,8,0
M1e,Takayasu,Naruto,Ibaraki,28.02.1990,187,164,5,10,0
M1w,Tochinoshin,Kasugano,Georgia (old),13.10.1987,192,162,7,8,0
M2e,Chiyotairyu,Kokonoe,Tokyo,14.11.1988,181,166,3,4,8
M2w,Myogiryu,Sakaigawa,Hyogo,22.10.1986,187,145,8,7,0
M3e,Tokitenku,Tokitsukaze,Mongolia,10.09.1979,186,143,5,10,0
M3w,Ikioi,Isenoumi,Osaka,11.10.1986,193,146,4,11,0
M4e,Toyonoshima,Tokitsukaze,Kochi,29.06.1983,168,145,7,8,0
M4w,Shohozan,Matsugane,Fukuoka,09.02.1984,177,138,7,8,0
M5e,Aran,Mihogaseki,Russia,31.01.1984,186,147,8,7,0
M5w,Kaisei,Tomozuna,Brazil,18.12.1986,194,186,3,12,0
M6e,Gagamaru,Kise,Georgia (old),23.02.1987,188,212,5,10,0
M6w,Kitataiki,Kitanoumi,Tokyo,05.10.1982,184,150,10,5,0
M7e,Okinoumi,Hakkaku,Shimane,29.07.1985,190,154,11,4,0
M7w,Toyohibiki,Sakaigawa,Yamaguchi,16.11.1984,185,182,6,9,0
M8e,Aoiyama,Kasugano,Bulgaria,19.06.1986,191,187,9,6,0
M8w,Kyokutenho,Tomozuna,Mongolia,13.09.1974,191,160,7,8,0
M9e,Fujiazuma,Tamanoi,Tokyo,19.04.1987,181,185,8,7,0
M9w,Yoshikaze,Oguruma,Oita,19.03.1982,176,138,9,6,0
M10e,Takarafuji,Isegahama,Aomori,18.02.1987,185,160,11,4,0
M10w,Tamawashi,Kataonami,Mongolia,16.11.1984,188,158,4,11,0
M11e,Takekaze,Oguruma,Akita,21.06.1979,170,144,9,6,0
M11w,Jokoryu,Kise,Tokyo,07.08.1988,187,156,9,6,0
M12e,Shotenro,Fujishima,Mongolia,31.01.1982,188,153,8,7,0
M12w,Masunoyama,Chiganoura,Chiba,01.11.1990,178,180,7,8,0
M13e,Tochinowaka,Kasugano,Hyogo,06.04.1988,195,175,0,7,8
M13w,Sadanofuji,Sakaigawa,Nagasaki,25.12.1984,189,196,9,6,0
M14e,Chiyonokuni,Kokonoe,Mie,10.07.1990,183,139,7,8,0
M14w,Sagatsukasa,Irumagawa,Shizuoka,21.12.1981,165,131,2,6,7
M15e,Daido,Onomatsu,Tokyo,21.08.1982,188,169,8,7,0
M15w,Sotairyu,Tokitsukaze,Fukushima,26.07.1982,179,119,4,11,0
M16e,Oiwato,Hakkaku,Yamagata,18.05.1981,178,140,5,10,0
M16w,Wakanosato,Naruto,Aomori,10.07.1976,184,161,9,6,0
Y1e,Hakuho,Miyagino,Mongolia,11.03.1985,193,150.7,12,3,0
Y1w,Harumafuji,Isegahama,Mongolia,14.04.1984,185,135,12,3,0
O1e,Kakuryu,Izutsu,Mongolia,10.08.1985,186,150,14,1,0
O1w,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180,177,8,7,0
O2e,Kisenosato,Tagonoura,Ibaraki,03.07.1986,188,177,9,6,0
S1e,Goeido,Sakaigawa,Osaka,06.04.1986,183,158.2,12,3,0
S1w,Kotooshu,Sadogatake,Bulgaria,19.02.1983,202,157,1,10,4
S2w,Tochiozan,Kasugano,Kochi,09.03.1987,189,154,9,6,0
K1e,Toyonoshima,Tokitsukaze,Kochi,29.06.1983,169,149.4,5,10,0
K1w,Shohozan,Matsugane,Fukuoka,09.02.1984,177,134.5,5,10,0
M1e,Endo,Oitekaze,Ishikawa,19.10.1990,183,145.6,6,9,0
M1w,Tamawashi,Kataonami,Mongolia,16.11.1984,190,161,5,10,0
M2e,Okinoumi,Hakkaku,Shimane,29.07.1985,190,154,4,11,0
M2w,Tochinowaka,Kasugano,Hyogo,06.04.1988,196,181,4,11,0
M3e,Kaisei,Tomozuna,Brazil,18.12.1986,195,187.8,6,9,0
M3w,Takayasu,Tagonoura,Ibaraki,28.02.1990,187,163,5,10,0
M4e,Yoshikaze,Oguruma,Oita,19.03.1982,175,140.3,10,5,0
M4w,Ikioi,Isenoumi,Osaka,11.10.1986,194,157,7,8,0
M5e,Chiyootori,Kokonoe,Kagoshima,11.10.1992,179,178.5,9,6,0
M5w,Aoiyama,Kasugano,Bulgaria,19.06.1986,192,192.6,9,6,0
M6e,Aminishiki,Isegahama,Aomori,03.10.1978,186,152,8,7,0
M6w,Takekaze,Oguruma,Akita,21.06.1979,170,144,9,6,0
M7e,Toyohibiki,Sakaigawa,Yamaguchi,16.11.1984,185,185.2,6,9,0
M7w,Chiyotairyu,Kokonoe,Tokyo,14.11.1988,182,166.8,9,6,0
M8e,Takarafuji,Isegahama,Aomori,18.02.1987,186,161.1,9,6,0
M8w,Kyokutenho,Tomozuna,Mongolia,13.09.1974,191,156,9,6,0
M9e,Kitataiki,Kitanoumi,Tokyo,05.10.1982,185,149,6,9,0
M9w,Gagamaru,Kise,Georgia (old),23.02.1987,185,202.6,6,9,0
M10e,Myogiryu,Sakaigawa,Hyogo,22.10.1986,187,148,8,7,0
M10w,Terunofuji,Isegahama,Mongolia,29.11.1991,192,158.5,8,7,0
M11e,Osunaarashi,Otake,Egypt,10.02.1992,189,146,8,6,1
M11w,Tokushoryu,Kise,Nara,22.08.1986,182,170.6,9,6,0
M12e,Chiyomaru,Kokonoe,Kagoshima,17.04.1991,178,176.3,8,7,0
M12w,Sadanofuji,Sakaigawa,Nagasaki,25.12.1984,189,200.5,2,13,0
M13e,Fujiazuma,Tamanoi,Tokyo,19.04.1987,182,183.6,0,0,15
M13w,Jokoryu,Kise,Tokyo,07.08.1988,187,162.4,8,7,0
M14e,Azumaryu,Tamanoi,Mongolia,12.05.1987,192,147.2,6,9,0
M14w,Masunoyama,Chiganoura,Chiba,01.11.1990,180,174,8,7,0
M15e,Tenkaiho,Onoe,Kumamoto,14.10.1984,184,189,3,8,4
M15w,Takanoiwa,Takanohana,Mongolia,26.02.1990,181,145.5,10,5,0
M16e,Kagamio,Kagamiyama,Mongolia,09.02.1988,182,136,5,10,0
M16w,Satoyama,Onoe,Kagoshima,31.05.1981,177,121,4,11,0
Y1e,Hakuho,Miyagino,Mongolia,11.03.1985,193,150.7,14,1,0
Y1w,Harumafuji,Isegahama,Mongolia,14.04.1984,185,135,10,5,0
Y2e,Kakuryu,Izutsu,Mongolia,10.08.1985,186,150,0,1,14
O1e,Kisenosato,Tagonoura,Ibaraki,03.07.1986,188,177,9,6,0
O1w,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180,177,8,7,0
O2w,Goeido,Sakaigawa,Osaka,06.04.1986,183,158.2,8,7,0
S1e,Terunofuji,Isegahama,Mongolia,29.11.1991,192,158.5,13,2,0
S1w,Okinoumi,Hakkaku,Shimane,29.07.1985,190,154,0,4,11
K1e,Tamawashi,Kataonami,Mongolia,16.11.1984,190,161,4,11,0
K1w,Myogiryu,Sakaigawa,Hyogo,22.10.1986,187,148,8,7,0
M1e,Tochiozan,Kasugano,Kochi,09.03.1987,189,154,10,5,0
M1w,Ichinojo,Minato,Mongolia,07.04.1993,190,183,9,6,0
M2e,Sadanoumi,Sakaigawa,Kumamoto,11.05.1987,184,131.2,7,8,0
M2w,Takarafuji,Isegahama,Aomori,18.02.1987,186,161.1,8,7,0
M3e,Takayasu,Tagonoura,Ibaraki,28.02.1990,187,163,3,12,0
M3w,Aoiyama,Kasugano,Bulgaria,19.06.1986,192,192.6,5,10,0
M4e,Takekaze,Oguruma,Akita,21.06.1979,170,144,4,11,0
M4w,Tochinoshin,Kasugano,Georgia (old),13.10.1987,192,162,8,7,0
M5e,Toyonoshima,Tokitsukaze,Kochi,29.06.1983,169,149.4,8,7,0
M5w,Endo,Oitekaze,Ishikawa,19.10.1990,183,145.6,4,2,9
M6e,Aminishiki,Isegahama,Aomori,03.10.1978,186,152,8,3,4
M6w,Kaisei,Tomozuna,Brazil,18.12.1986,195,187.8,5,10,0
M7e,Homarefuji,Isegahama,Aomori,06.05.1985,180,163.7,6,9,0
M7w,Tokushoryu,Kise,Nara,22.08.1986,182,170.6,8,7,0
M8e,Shohozan,Nishonoseki,Fukuoka,09.02.1984,177,134.5,1,14,0
M8w,Tokitenku,Tokitsukaze,Mongolia,10.09.1979,186,143,3,12,0
M9e,Yoshikaze,Oguruma,Oita,19.03.1982,175,140.3,5,10,0
M9w,Jokoryu,Kise,Tokyo,07.08.1988,187,162.4,5,10,0
M10e,Kyokushuho,Tomozuna,Mongolia,09.08.1988,191,149.6,7,8,0
M10w,Kitataiki,Kitanoumi,Tokyo,05.10.1982,185,149,9,6,0
M11e,Osunaarashi,Otake,Egypt,10.02.1992,189,146,11,4,0
M11w,Kyokutenho,Tomozuna,Mongolia,13.09.1974,191,156,6,9,0
M12e,Chiyootori,Kokonoe,Kagoshima,11.10.1992,179,178.5,11,4,0
M12w,Kotoyuki,Sadogatake,Kagawa,02.04.1991,176,162.4,6,9,0
M13e,Ikioi,Isenoumi,Osaka,11.10.1986,194,157,8,7,0
M13w,Sokokurai,Arashio,China,09.01.1984,185,131.6,9,6,0
M14e,Sadanofuji,Sakaigawa,Nagasaki,25.12.1984,189,200.5,9,6,0
M14w,Arawashi,Minezaki,Mongolia,21.08.1986,184,122,8,7,0
M15e,Toyohibiki,Sakaigawa,Yamaguchi,16.11.1984,185,185.2,8,7,0
M15w,Gagamaru,Kise,Georgia (old),23.02.1987,185,202.6,11,4,0
M16e,Amuru,Onomatsu,Russia,25.08.1983,192,126,7,8,0
M16w,Chiyomaru,Kokonoe,Kagoshima,17.04.1991,178,176.3,8,7,0
Y1e,Harumafuji,Isegahama,Mongolia,14.04.1984,185,135,9,6,0
Y1w,Hakuho,Miyagino,Mongolia,11.03.1985,193,150.7,14,1,0
Y2e,Kakuryu,Izutsu,Mongolia,10.08.1985,186,150,10,5,0
O1e,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180,177,8,7,0
O1w,Kisenosato,Tagonoura,Ibaraki,03.07.1986,188,177,13,2,0
O2e,Goeido,Sakaigawa,Osaka,06.04.1986,183,158.2,12,3,0
O2w,Terunofuji,Isegahama,Mongolia,29.11.1991,192,158.5,8,7,0
S1e,Yoshikaze,Oguruma,Oita,19.03.1982,175,140.3,4,11,0
S1w,Toyonoshima,Tokitsukaze,Kochi,29.06.1983,169,149.4,3,12,0
K1e,Tochiozan,Kasugano,Kochi,09.03.1987,189,154,4,11,0
K1w,Takarafuji,Isegahama,Aomori,18.02.1987,186,161.1,6,9,0
M1e,Kotoyuki,Sadogatake,Kagawa,02.04.1991,176,162.4,12,3,0
M1w,Takayasu,Tagonoura,Ibaraki,28.02.1990,187,163,5,10,0
M2e,Okinoumi,Hakkaku,Shimane,29.07.1985,190,154,8,7,0
M2w,Tochinoshin,Kasugano,Georgia,13.10.1987,192,162,6,9,0
M3e,Aoiyama,Kasugano,Bulgaria,19.06.1986,192,192.6,7,8,0
M3w,Aminishiki,Isegahama,Aomori,03.10.1978,186,152,7,8,0
M4e,Ikioi,Isenoumi,Osaka,11.10.1986,194,157,10,5,0
M4w,Sokokurai,Arashio,China,09.01.1984,185,131.6,5,8,2
M5e,Kyokushuho,Tomozuna,Mongolia,09.08.1988,191,149.6,6,9,0
M5w,Shohozan,Nishonoseki,Fukuoka,09.02.1984,177,134.5,4,11,0
M6e,Myogiryu,Sakaigawa,Hyogo,22.10.1986,187,148,10,5,0
M6w,Shodai,Tokitsukaze,Kumamoto,05.11.1991,182,150,9,6,0
M7e,Takekaze,Oguruma,Akita,21.06.1979,170,144,5,10,0
M7w,Kaisei,Tomozuna,Brazil,18.12.1986,195,187.8,11,4,0
M8e,Takanoiwa,Takanohana,Mongolia,26.02.1990,181,145.5,8,7,0
M8w,Chiyotairyu,Kokonoe,Tokyo,14.11.1988,182,166.8,3,12,0
M9e,Toyohibiki,Sakaigawa,Yamaguchi,16.11.1984,185,185.2,3,12,0
M9w,Sadanoumi,Sakaigawa,Kumamoto,11.05.1987,184,131.2,7,8,0
M10e,Gagamaru,Kise,Georgia,23.02.1987,185,202.6,5,10,0
M10w,Tamawashi,Kataonami,Mongolia,16.11.1984,190,161,9,6,0
M11e,Ichinojo,Minato,Mongolia,07.04.1993,190,183,11,4,0
M11w,Amuru,Onomatsu,Russia,25.08.1983,192,126,7,8,0
M12e,Tokushoryu,Kise,Nara,22.08.1986,182,170.6,8,7,0
M12w,Hidenoumi,Kise,Tokyo,11.06.1989,184,156.2,7,8,0
M13e,Chiyootori,Kokonoe,Kagoshima,11.10.1992,179,178.5,8,7,0
M13w,Mitakeumi,Dewanoumi,Nagano,25.12.1992,179,149,10,5,0
M14e,Daishomaru,Oitekaze,Osaka,10.07.1991,175,153,8,7,0
M14w,Daieisho,Oitekaze,Saitama,10.11.1993,179,135.7,10,5,0
M15e,Satoyama,Onoe,Kagoshima,31.05.1981,177,121,6,9,0
M15w,Kitataiki,Yamahibiki,Tokyo,05.10.1982,185,149,3,12,0
M16e,Akiseyama,Kise,Aichi,18.07.1985,183,172.6,4,11,0
Y1e,Hakuho,Miyagino,Mongolia,11.03.1985,193,150.7,2,3,10
Y1w,Kakuryu,Izutsu,Mongolia,10.08.1985,186,150,10,5,0
Y2e,Harumafuji,Isegahama,Mongolia,14.04.1984,185,135,10,5,0
Y2w,Kisenosato,Tagonoura,Ibaraki,03.07.1986,188,177,13,2,0
O1e,Goeido,Sakaigawa,Osaka,06.04.1986,183,158.2,1,5,9
O1w,Terunofuji,Isegahama,Mongolia,29.11.1991,192,158.5,13,2,0
S1e,Tamawashi,Kataonami,Mongolia,16.11.1984,190,161,8,7,0
S1w,Takayasu,Tagonoura,Ibaraki,28.02.1990,187,163,12,3,0
S2e,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180,177,9,6,0
K1e,Mitakeumi,Dewanoumi,Nagano,25.12.1992,179,149,9,6,0
K1w,Shodai,Tokitsukaze,Kumamoto,05.11.1991,182,150,4,11,0
