age_group,place_overall,place_gender,place_division,name,team,bib_number,half_time,finish_net,finish_gun,gender,half_time_sec,finish_net_sec,finish_gun_sec,finish_net_minutes
40-44,2141,2053,281,"Deaton, Brad",Team–,2596,1H 23M 46S,2H 52M 13S,2H 53M 43S,M,5026,10333,10423,172.21666666666667
40-44,2156,2067,282,"Keathley, Franklin",TeamCharlotte Running Club,1800,1H 24M 52S,2H 52M 17S,2H 52M 53S,M,5092,10337,10373,172.28333333333333
40-44,2157,2068,283,"Gifford, Scott",Team–,2298,1H 25M 19S,2H 52M 17S,2H 52M 56S,M,5119,10337,10376,172.28333333333333
40-44,2163,2074,284,"Barnashuk, Robert",Team–,4968,1H 23M 0S,2H 52M 19S,2H 53M 59S,M,4980,10339,10439,172.31666666666666
40-44,2169,2080,285,"Peebles, James",Team–,2787,1H 23M 51S,2H 52M 20S,2H 53M 9S,M,5031,10340,10389,172.33333333333334
40-44,2170,2081,286,"To, Henry",Team–,2052,1H 25M 50S,2H 52M 21S,2H 53M 10S,M,5150,10341,10390,172.35
40-44,2173,2084,287,"Cozatl Camela, Ignacio",Team–,3130,1H 26M 15S,2H 52M 21S,2H 53M 35S,M,5175,10341,10415,172.35
40-44,2176,2086,288,"Hoang, Huy",Team–,1723,1H 22M 19S,2H 52M 23S,2H 52M 50S,M,4939,10343,10370,172.38333333333333
40-44,2180,2090,289,"Fair, Stephen",Team–,2184,1H 25M 51S,2H 52M 24S,2H 53M 16S,M,5151,10344,10396,172.4
40-44,2184,2093,290,"Arnau Crosas, Nel",Team–,1584,1H 25M 26S,2H 52M 25S,2H 52M 49S,M,5126,10345,10369,172.41666666666666
40-44,2191,2099,291,"Gilbert, Michael",Team–,4580,1H 26M 32S,2H 52M 26S,2H 54M 46S,M,5192,10346,10486,172.43333333333334
40-44,2192,2100,292,"Mcelroy, Craig",Team–,1942,1H 24M 26S,2H 52M 27S,2H 52M 54S,M,5066,10347,10374,172.45
40-44,2199,2107,293,"Kwok, Chi Hang Kevin",Team–,3532,1H 24M 44S,2H 52M 31S,2H 53M 53S,M,5084,10351,10433,172.51666666666668
40-44,2218,2124,294,"Morrison, Donald",Team–,3168,1H 25M 12S,2H 52M 38S,2H 53M 53S,M,5112,10358,10433,172.63333333333333
40-44,2221,2127,295,"Lashley, Kevin",TeamKorfEdge,1826,1H 22M 44S,2H 52M 39S,2H 53M 1S,M,4964,10359,10381,172.65
40-44,2229,2135,296,"Sizintsev, Mikhail",Team–,6870,1H 25M 14S,2H 52M 42S,2H 56M 9S,M,5114,10362,10569,172.7
40-44,2238,2143,297,"Cole, Matt",Team–,3814,1H 26M 21S,2H 52M 45S,2H 54M 12S,M,5181,10365,10452,172.75
40-44,2240,2145,298,"Oh, James",Team–,3487,1H 24M 13S,2H 52M 46S,2H 53M 47S,M,5053,10366,10427,172.76666666666668
40-44,2241,2146,299,"Kayral, Ali",Team–,4185,1H 25M 22S,2H 52M 47S,2H 54M 47S,M,5122,10367,10487,172.78333333333333
40-44,2259,2163,300,"Luft, Darren",Team–,1632,1H 23M 57S,2H 52M 56S,2H 53M 33S,M,5037,10376,10413,172.93333333333334
40-44,2261,2165,301,"Kootman, Matthew",Team–,1758,1H 23M 2S,2H 52M 56S,2H 53M 29S,M,4982,10376,10409,172.93333333333334
40-44,2263,2167,302,"Mohler, Micah",Team–,1480,1H 25M 12S,2H 52M 56S,2H 53M 31S,M,5112,10376,10411,172.93333333333334
40-44,2274,2178,303,"De Miguel, Jesús",Team–,2698,1H 24M 22S,2H 52M 59S,2H 54M 8S,M,5062,10379,10448,172.98333333333332
40-44,2284,2186,304,"Martocci, Mike",Team–,3543,1H 24M 39S,2H 53M 2S,2H 54M 42S,M,5079,10382,10482,173.03333333333333
40-44,2295,2197,305,"Alvarado, Victor",Team–,5383,1H 25M 57S,2H 53M 7S,2H 55M 48S,M,5157,10387,10548,173.11666666666667
40-44,2300,2202,306,"Benitsa, Nicolas",Team–,4470,1H 22M 41S,2H 53M 9S,2H 55M 4S,M,4961,10389,10504,173.15
40-44,2308,2210,307,"Arias De La Parra, Francisco Manuel",Team–,3961,1H 24M 11S,2H 53M 11S,2H 54M 11S,M,5051,10391,10451,173.18333333333334
40-44,2311,2213,308,"Tilkian, Guilherme",Team–,8838,1H 26M 46S,2H 53M 11S,2H 53M 26S,M,5206,10391,10406,173.18333333333334
40-44,2324,2224,309,"Reith, Frederik",Team–,3243,1H 25M 52S,2H 53M 16S,2H 54M 26S,M,5152,10396,10466,173.26666666666668
40-44,2326,2226,310,"Quirk, Devin",TeamSomerville Road Runners,2441,1H 24M 13S,2H 53M 17S,2H 54M 7S,M,5053,10397,10447,173.28333333333333
40-44,2327,2227,311,"Migliarini, John (jp)",Team–,8839,1H 28M 12S,2H 53M 18S,2H 53M 27S,M,5292,10398,10407,173.3
40-44,2330,2230,312,"Price, James",Team–,8410,1H 25M 48S,2H 53M 19S,2H 53M 39S,M,5148,10399,10419,173.31666666666666
40-44,2339,2239,313,"Steidl, Jamie",Team–,3564,1H 27M 56S,2H 53M 21S,2H 54M 31S,M,5276,10401,10471,173.35
40-44,2346,2245,314,"Jakubowitch, Andrew",Team–,4258,1H 25M 27S,2H 53M 23S,2H 55M 11S,M,5127,10403,10511,173.38333333333333
40-44,2356,2253,315,"Mazzotta, Mike",Team–,1441,1H 23M 26S,2H 53M 26S,2H 53M 55S,M,5006,10406,10435,173.43333333333334
40-44,2374,2268,316,"Quealy, Sean",TeamProspect Park Track Club,580,1H 27M 43S,2H 53M 32S,2H 56M 3S,M,5263,10412,10563,173.53333333333333
40-44,2386,2278,317,"Noble, Steven",Team–,3999,1H 24M 25S,2H 53M 35S,2H 54M 50S,M,5065,10415,10490,173.58333333333334
40-44,2387,2279,318,"Cyr, Derek",Team–,4079,1H 25M 55S,2H 53M 35S,2H 55M 17S,M,5155,10415,10517,173.58333333333334
40-44,2388,2280,319,"Cochran, Joshua",TeamRogue Racers,1700,1H 23M 45S,2H 53M 36S,2H 54M 7S,M,5025,10416,10447,173.6
40-44,2394,2285,320,"Aldridge, James",Team–,4429,1H 27M 31S,2H 53M 37S,2H 55M 29S,M,5251,10417,10529,173.61666666666667
40-44,2400,2291,321,"Viitanen, Lauri",Team–,3357,1H 26M 48S,2H 53M 39S,2H 54M 52S,M,5208,10419,10492,173.65
40-44,2403,2294,322,"Sabrià Bayés, Jordi",Team–,6616,1H 25M 28S,2H 53M 41S,2H 56M 56S,M,5128,10421,10616,173.68333333333334
40-44,2408,2299,323,"Vaught, Ben",Team–,7264,1H 24M 7S,2H 53M 42S,2H 57M 39S,M,5047,10422,10659,173.7
40-44,2416,2307,324,"Pichler, Josef",Team–,4986,1H 25M 15S,2H 53M 45S,2H 55M 26S,M,5115,10425,10526,173.75
40-44,2426,2317,325,"Gomes, Kalliman",Team–,5495,1H 27M 7S,2H 53M 48S,2H 56M 31S,M,5227,10428,10591,173.8
40-44,2431,2322,326,"Santos, Franclin",Team–,8935,1H 26M 20S,2H 53M 50S,2H 54M 9S,M,5180,10430,10449,173.83333333333334
40-44,2449,2340,327,"Calimano, Christopher",Team–,4853,1H 26M 20S,2H 53M 54S,2H 56M 14S,M,5180,10434,10574,173.9
40-44,2450,2341,328,"Araya, Nelson",Team–,4985,1H 25M 33S,2H 53M 55S,2H 55M 45S,M,5133,10435,10545,173.91666666666666
40-44,2462,2350,329,"Holgersen, Marius",Team–,4438,1H 25M 30S,2H 53M 57S,2H 56M 0S,M,5130,10437,10560,173.95
40-44,2463,2351,330,"Jackson, Matthew",Team–,7380,1H 26M 4S,2H 53M 58S,2H 59M 19S,M,5164,10438,10759,173.96666666666667
40-44,2467,2355,331,"Ortiz, Victor",Team–,5086,1H 26M 45S,2H 53M 58S,2H 56M 16S,M,5205,10438,10576,173.96666666666667
40-44,2483,2370,332,"Pratt, Blake",Team–,4033,1H 26M 18S,2H 54M 3S,2H 56M 6S,M,5178,10443,10566,174.05
40-44,2484,2371,333,"Loughman, Matthew",Team–,4598,1H 26M 39S,2H 54M 3S,2H 55M 48S,M,5199,10443,10548,174.05
40-44,2494,2380,334,"Foster, Aaron",Team–,8142,1H 26M 41S,2H 54M 6S,2H 54M 19S,M,5201,10446,10459,174.1
40-44,2502,2387,335,"Rozada, Pablo",Team–,5564,1H 25M 38S,2H 54M 8S,2H 56M 38S,M,5138,10448,10598,174.13333333333333
40-44,2505,2389,336,"Van Dijk, Jan-Joost",Team–,3303,1H 25M 25S,2H 54M 9S,2H 55M 20S,M,5125,10449,10520,174.15
40-44,2506,2390,337,"Evennett, Michael",Team–,3029,1H 26M 54S,2H 54M 9S,2H 55M 24S,M,5214,10449,10524,174.15
40-44,2512,2396,338,"Thorburn, Jeremy",Team–,3423,1H 23M 46S,2H 54M 12S,2H 55M 30S,M,5026,10452,10530,174.2
40-44,2515,2399,339,"Evans, Andrew",Team–,2345,1H 24M 8S,2H 54M 12S,2H 54M 49S,M,5048,10452,10489,174.2
40-44,2518,2402,340,"Lynch, Joseph",Team–,8588,1H 26M 9S,2H 54M 13S,2H 56M 21S,M,5169,10453,10581,174.21666666666667
40-44,2519,2403,341,"Darfeuille, Sebastien",Team–,2633,1H 25M 16S,2H 54M 14S,2H 55M 6S,M,5116,10454,10506,174.23333333333332
40-44,2520,2404,342,"Garcia, Jonathan",TeamAl-limite Mexico,2697,1H 26M 19S,2H 54M 14S,2H 55M 10S,M,5179,10454,10510,174.23333333333332
40-44,2527,2410,343,"Tang, Yuefeng",TeamMisty Mountain Runners,3630,1H 25M 47S,2H 54M 15S,2H 55M 45S,M,5147,10455,10545,174.25
40-44,2532,2415,344,"Eller, Thomas",TeamFront Runners NY,2408,1H 24M 8S,2H 54M 16S,2H 55M 21S,M,5048,10456,10521,174.26666666666668
40-44,2545,2425,345,"Da Silva Botelho, José Rodrigo",Team–,3747,1H 25M 36S,2H 54M 19S,2H 55M 40S,M,5136,10459,10540,174.31666666666666
40-44,2551,2431,346,"Burrell, Geoff",Team–,1427,1H 27M 31S,2H 54M 21S,2H 54M 57S,M,5251,10461,10497,174.35
40-44,2569,2449,347,"Hsu, Fu Chun",Team–,2200,1H 25M 12S,2H 54M 26S,2H 55M 7S,M,5112,10466,10507,174.43333333333334
40-44,2582,2461,348,"Cerezo, Rafael",Team–,3836,1H 26M 0S,2H 54M 30S,2H 55M 40S,M,5160,10470,10540,174.5
40-44,2584,2463,349,"Donbavand, Peter",Team–,2356,1H 22M 38S,2H 54M 30S,2H 55M 17S,M,4958,10470,10517,174.5
40-44,2596,2475,350,"Connolly, Eoin",Team–,1786,1H 26M 3S,2H 54M 34S,2H 55M 38S,M,5163,10474,10538,174.56666666666666
40-44,2597,2476,351,"Wing, Ryan",Team–,3030,1H 25M 23S,2H 54M 34S,2H 55M 51S,M,5123,10474,10551,174.56666666666666
40-44,2598,2477,352,"Galloway, Greg",Team–,6171,1H 26M 37S,2H 54M 34S,2H 58M 4S,M,5197,10474,10684,174.56666666666666
40-44,2610,2488,353,"Kafka, Joseph",Team–,3835,1H 24M 36S,2H 54M 38S,2H 55M 51S,M,5076,10478,10551,174.63333333333333
40-44,2611,2489,354,"Brandie, Gavin",Team–,2201,1H 24M 35S,2H 54M 38S,2H 55M 38S,M,5075,10478,10538,174.63333333333333
40-44,2614,2492,355,"Early, Patrick",Team–,6527,1H 27M 24S,2H 54M 39S,2H 57M 58S,M,5244,10479,10678,174.65
40-44,2615,2493,356,"Ariza, Juan",Team–,4444,1H 26M 26S,2H 54M 40S,2H 56M 35S,M,5186,10480,10595,174.66666666666666
40-44,2631,2507,357,"Stalcup, Sam",Team–,5457,1H 28M 9S,2H 54M 44S,2H 57M 50S,M,5289,10484,10670,174.73333333333332
40-44,2634,2510,358,"Osueke, Anayo",Team–,8198,1H 24M 14S,2H 54M 44S,2H 54M 49S,M,5054,10484,10489,174.73333333333332
40-44,2636,2512,359,"Collins, Brendan",Team–,4136,1H 25M 44S,2H 54M 45S,2H 56M 21S,M,5144,10485,10581,174.75
40-44,2646,2522,360,"Kastner, Erik",Team–,6644,1H 24M 29S,2H 54M 47S,2H 57M 46S,M,5069,10487,10666,174.78333333333333
40-44,2651,2527,361,"Park, Min Jung",Team–,2339,1H 26M 26S,2H 54M 48S,2H 55M 34S,M,5186,10488,10534,174.8
40-44,2652,2528,362,"Wise, Aaron",Team–,7399,1H 26M 3S,2H 54M 49S,3H 0M 13S,M,5163,10489,10813,174.81666666666666
40-44,2654,2530,363,"Stanley, Christopher",Team–,5402,1H 27M 0S,2H 54M 49S,2H 57M 51S,M,5220,10489,10671,174.81666666666666
40-44,2658,2534,364,"De Almeida, Cristien",Team–,6170,1H 25M 38S,2H 54M 49S,2H 55M 9S,M,5138,10489,10509,174.81666666666666
40-44,2659,2535,365,"Piatkowski, Przemyslaw",Team–,3625,1H 24M 1S,2H 54M 49S,2H 56M 0S,M,5041,10489,10560,174.81666666666666
40-44,2661,2537,366,"Menzies, Nicolas",Team–,4943,1H 28M 0S,2H 54M 50S,2H 57M 2S,M,5280,10490,10622,174.83333333333334
40-44,2668,2543,367,"Ichikawa, Jonathan",Team–,4172,1H 27M 34S,2H 54M 52S,2H 56M 38S,M,5254,10492,10598,174.86666666666667
40-44,2672,2546,368,"Singsaas, Joshua",Team–,2372,1H 26M 30S,2H 54M 54S,2H 55M 54S,M,5190,10494,10554,174.9
40-44,2693,2563,369,"Thomas, Johnny",Team–,7069,1H 29M 21S,2H 55M 0S,3H 0M 29S,M,5361,10500,10829,175
40-44,2695,2564,370,"Silk, Jordan",Team–,4436,1H 26M 46S,2H 55M 1S,2H 56M 56S,M,5206,10501,10616,175.01666666666668
40-44,2697,2566,371,"Kauffman, Aaron",Team–,4937,1H 25M 52S,2H 55M 1S,2H 56M 47S,M,5152,10501,10607,175.01666666666668
40-44,2700,2569,372,"Hunton, Tom",Team–,1928,1H 23M 38S,2H 55M 2S,2H 55M 21S,M,5018,10502,10521,175.03333333333333
40-44,2709,2577,373,"De Barros, Fernando",Team–,5460,1H 27M 31S,2H 55M 4S,2H 57M 52S,M,5251,10504,10672,175.06666666666666
40-44,2721,2588,374,"Stocker, Richard",Team–,4666,1H 24M 52S,2H 55M 6S,2H 56M 46S,M,5092,10506,10606,175.1
40-44,2722,2589,375,"Martínez González, Israel",Team–,6881,1H 26M 44S,2H 55M 6S,2H 58M 19S,M,5204,10506,10699,175.1
40-44,2724,2591,376,"Lino, Borja",Team–,6603,1H 24M 52S,2H 55M 7S,2H 58M 25S,M,5092,10507,10705,175.11666666666667
40-44,2729,2596,377,"Chang, Leo",Team–,2235,1H 26M 39S,2H 55M 8S,2H 55M 47S,M,5199,10508,10547,175.13333333333333
40-44,2737,2604,378,"Burgess, Fraser",TeamUniversity of Windsor Athletic Club,6479,1H 26M 51S,2H 55M 11S,2H 59M 5S,M,5211,10511,10745,175.18333333333334
40-44,2746,2611,379,"Cook, Brian",Team–,3619,1H 27M 1S,2H 55M 12S,2H 56M 48S,M,5221,10512,10608,175.2
40-44,2765,2628,380,"Alliette, Kevin",TeamWhirlaway Racing Team,3151,1H 25M 44S,2H 55M 16S,2H 56M 49S,M,5144,10516,10609,175.26666666666668
40-44,2768,2631,381,"Lansing, Kevin",Team–,4690,1H 26M 16S,2H 55M 18S,2H 57M 4S,M,5176,10518,10624,175.3
40-44,2772,2635,382,"Granados, Julio",Team–,4772,1H 27M 5S,2H 55M 19S,2H 57M 4S,M,5225,10519,10624,175.31666666666666
40-44,2775,2637,383,"Minsterman, Ryan",Team–,6491,1H 28M 48S,2H 55M 20S,2H 58M 53S,M,5328,10520,10733,175.33333333333334
40-44,2782,2643,384,"Silva, David",Team–,5028,1H 26M 57S,2H 55M 22S,2H 58M 20S,M,5217,10522,10700,175.36666666666667
40-44,2789,2648,385,"Yamagishi, Kohei",Team–,2290,1H 23M 24S,2H 55M 23S,2H 56M 1S,M,5004,10523,10561,175.38333333333333
40-44,2792,2651,386,"Borg, Todd",Team–,8468,1H 28M 4S,2H 55M 23S,2H 55M 26S,M,5284,10523,10526,175.38333333333333
40-44,2793,2652,387,"Fowler, Eric",Team–,5058,1H 25M 41S,2H 55M 23S,2H 57M 34S,M,5141,10523,10654,175.38333333333333
40-44,2810,2669,388,"Jenkins, Jared",Team–,1526,1H 27M 33S,2H 55M 28S,2H 58M 46S,M,5253,10528,10726,175.46666666666667
40-44,2813,2672,389,"Boni, Andrea",Team–,3225,1H 25M 46S,2H 55M 28S,2H 56M 27S,M,5146,10528,10587,175.46666666666667
40-44,2820,2676,390,"Spaide, Jared",Team–,6836,1H 28M 10S,2H 55M 31S,2H 59M 9S,M,5290,10531,10749,175.51666666666668
40-44,2826,2682,391,"Sharrer, Kyle",TeamNewburgh Evansville Running Co-op,7375,1H 28M 1S,2H 55M 32S,3H 0M 56S,M,5281,10532,10856,175.53333333333333
40-44,2827,2683,392,"Norlin, Chad",Team–,6525,1H 26M 58S,2H 55M 32S,2H 58M 54S,M,5218,10532,10734,175.53333333333333
40-44,2831,2686,393,"Korolyuk, Igor",Team–,8270,1H 26M 1S,2H 55M 32S,2H 55M 32S,M,5161,10532,10532,175.53333333333333
40-44,2840,2693,394,"Silva, Fabriccio",Team–,4818,1H 26M 23S,2H 55M 35S,2H 57M 37S,M,5183,10535,10657,175.58333333333334
40-44,2853,2704,395,"Tambourine, Brian",Team–,1952,1H 27M 48S,2H 55M 39S,2H 56M 20S,M,5268,10539,10580,175.65
40-44,2858,2709,396,"Huang, Weijie",Team–,5088,1H 28M 30S,2H 55M 40S,2H 58M 19S,M,5310,10540,10699,175.66666666666666
40-44,2862,2712,397,"Ashton, Kaid",Team–,8812,1H 24M 40S,2H 55M 41S,2H 55M 54S,M,5080,10541,10554,175.68333333333334
40-44,2867,2717,398,"Hogan, Patrick",Team–,9560,1H 27M 39S,2H 55M 43S,2H 56M 8S,M,5259,10543,10568,175.71666666666667
40-44,2875,2725,399,"Deschenes, Francois",Team–,7060,1H 26M 9S,2H 55M 45S,2H 59M 45S,M,5169,10545,10785,175.75
40-44,2877,2727,400,"Pabis, Marek",Team–,4550,1H 25M 50S,2H 55M 46S,2H 57M 14S,M,5150,10546,10634,175.76666666666668
40-44,2878,2728,401,"Rodrigues, Nelson",Team–,6099,1H 27M 43S,2H 55M 46S,2H 59M 6S,M,5263,10546,10746,175.76666666666668
40-44,2888,2737,402,"Alvarez, Ray",Team–,9189,1H 27M 21S,2H 55M 49S,2H 56M 42S,M,5241,10549,10602,175.81666666666666
40-44,2898,2746,403,"Nichols, Ray",Team–,1927,1H 26M 46S,2H 55M 53S,2H 58M 47S,M,5206,10553,10727,175.88333333333333
40-44,2901,2749,404,"Mckellar, Joseph",Team–,4508,1H 28M 5S,2H 55M 54S,2H 57M 56S,M,5285,10554,10676,175.9
40-44,2903,2751,405,"Abeles, Benjamin",Team–,3649,1H 27M 35S,2H 55M 54S,2H 57M 19S,M,5255,10554,10639,175.9
40-44,2919,2766,406,"Tabor, Robert",Team–,4675,1H 28M 0S,2H 55M 59S,2H 58M 25S,M,5280,10559,10705,175.98333333333332
40-44,2920,2767,407,"Ruelis, Emmanuel",Team–,8821,1H 25M 15S,2H 55M 59S,2H 56M 4S,M,5115,10559,10564,175.98333333333332
40-44,2930,2775,408,"Woweries, Malte",Team–,2916,1H 27M 35S,2H 56M 2S,2H 56M 54S,M,5255,10562,10614,176.03333333333333
40-44,2935,2779,409,"Durant-Young, Zaire",Team–,4288,1H 28M 46S,2H 56M 3S,2H 58M 10S,M,5326,10563,10690,176.05
40-44,2938,2782,410,"Martin, Ethan",Team–,3019,1H 26M 1S,2H 56M 4S,2H 57M 37S,M,5161,10564,10657,176.06666666666666
40-44,2955,2798,411,"Quiche, Carlos",Team–,2409,1H 26M 11S,2H 56M 7S,2H 57M 0S,M,5171,10567,10620,176.11666666666667
40-44,2956,2799,412,"Madry, Justin",Team–,6014,1H 27M 42S,2H 56M 7S,2H 59M 22S,M,5262,10567,10762,176.11666666666667
40-44,2958,2801,413,"Nilsen, Øyvind",Team–,7379,1H 26M 41S,2H 56M 7S,3H 0M 14S,M,5201,10567,10814,176.11666666666667
40-44,2968,2810,414,"Lima, Diego",Team–,7112,1H 27M 3S,2H 56M 10S,3H 0M 0S,M,5223,10570,10800,176.16666666666666
40-44,2969,2811,415,"Guenther, Gerald",Team–,4974,1H 26M 54S,2H 56M 10S,2H 57M 57S,M,5214,10570,10677,176.16666666666666
40-44,2970,2812,416,"Sedeyn, Kim",Team–,9725,1H 28M 13S,2H 56M 11S,2H 56M 39S,M,5293,10571,10599,176.18333333333334
40-44,2973,2815,417,"Heffernan, Adrian",Team–,5200,1H 28M 7S,2H 56M 12S,2H 58M 57S,M,5287,10572,10737,176.2
40-44,2975,2817,418,"Kvame, Anders",Team–,5963,1H 26M 52S,2H 56M 12S,2H 58M 44S,M,5212,10572,10724,176.2
40-44,2983,2824,419,"Lepetich, Clint",Team–,3447,1H 25M 58S,2H 56M 15S,2H 57M 20S,M,5158,10575,10640,176.25
40-44,2999,2839,420,"De Souza, Rodolfo",Team–,2126,1H 24M 23S,2H 56M 19S,2H 57M 37S,M,5063,10579,10657,176.31666666666666
40-44,3000,2840,421,"Dysli, Damien",Team–,6794,1H 26M 15S,2H 56M 19S,2H 59M 14S,M,5175,10579,10754,176.31666666666666
40-44,3004,2844,422,"Rayburg, Casey",Team–,4485,1H 27M 13S,2H 56M 19S,2H 58M 7S,M,5233,10579,10687,176.31666666666666
40-44,3006,2846,423,"Chen, Gaozhi",Team–,8218,NA,2H 56M 19S,2H 56M 31S,M,NA,10579,10591,176.31666666666666
40-44,3008,2848,424,"Rodrigues, Felipe",Team–,2397,1H 25M 5S,2H 56M 20S,2H 59M 28S,M,5105,10580,10768,176.33333333333334
40-44,3012,2852,425,"Weaver, Daniel",Team–,8246,1H 27M 49S,2H 56M 21S,2H 56M 43S,M,5269,10581,10603,176.35
40-44,3014,2854,426,"Matamoros Brenes, Fabián",Team–,4121,1H 24M 34S,2H 56M 21S,2H 58M 4S,M,5074,10581,10684,176.35
40-44,3015,2855,427,"Defferrard, Julien",Team–,4377,1H 24M 30S,2H 56M 21S,2H 58M 33S,M,5070,10581,10713,176.35
40-44,3020,2860,428,"Morrow, Paul",Team–,3768,1H 27M 31S,2H 56M 22S,2H 57M 43S,M,5251,10582,10663,176.36666666666667
40-44,3022,2862,429,"Schroeder, Kyle",Team–,7143,1H 27M 44S,2H 56M 22S,3H 1M 34S,M,5264,10582,10894,176.36666666666667
40-44,3032,2871,430,"Adamshick, Mike",Team–,5289,1H 27M 43S,2H 56M 24S,2H 59M 5S,M,5263,10584,10745,176.4
40-44,3040,2879,431,"O'brien, Nick",Team–,6659,1H 28M 24S,2H 56M 26S,3H 0M 3S,M,5304,10586,10803,176.43333333333334
40-44,3044,2882,432,"Coneybeare, Matt",Team–,3739,1H 26M 42S,2H 56M 28S,2H 58M 1S,M,5202,10588,10681,176.46666666666667
40-44,3045,2883,433,"Clarke, Shane",Team–,3047,1H 29M 12S,2H 56M 28S,2H 57M 36S,M,5352,10588,10656,176.46666666666667
40-44,3047,2885,434,"Rezende, Washington",Team–,8001,1H 23M 54S,2H 56M 28S,2H 56M 29S,M,5034,10588,10589,176.46666666666667
40-44,3057,2894,435,"Lehr, Robert",TeamSacramento Running Association Elite,5108,1H 28M 57S,2H 56M 30S,2H 59M 29S,M,5337,10590,10769,176.5
40-44,3063,2900,436,"Thaxton, Christopher",Team–,6562,1H 27M 54S,2H 56M 31S,3H 0M 7S,M,5274,10591,10807,176.51666666666668
40-44,3071,2908,437,"Do O Filho, Eudes",Team–,5287,1H 26M 34S,2H 56M 32S,2H 59M 33S,M,5194,10592,10773,176.53333333333333
40-44,3078,2915,438,"Estes, Wes",Team–,4005,1H 28M 5S,2H 56M 34S,2H 58M 53S,M,5285,10594,10733,176.56666666666666
40-44,3086,2921,439,"Goldschmidt, Jason",Team–,6467,1H 28M 24S,2H 56M 36S,3H 0M 6S,M,5304,10596,10806,176.6
40-44,3094,2929,440,"Bellsky, Thomas",Team–,5145,1H 28M 28S,2H 56M 38S,3H 0M 17S,M,5308,10598,10817,176.63333333333333
40-44,3095,2930,441,"Carrasco, Francisco",Team–,6922,1H 28M 20S,2H 56M 38S,3H 0M 7S,M,5300,10598,10807,176.63333333333333
40-44,3098,2933,442,"Linnell, Joshua",Team–,2186,1H 25M 56S,2H 56M 39S,2H 58M 6S,M,5156,10599,10686,176.65
40-44,3110,2943,443,"Mathews, Cameron",Team–,3643,1H 28M 13S,2H 56M 41S,2H 58M 3S,M,5293,10601,10683,176.68333333333334
40-44,3117,2950,444,"Wheeler, Adam",Team–,8182,1H 29M 36S,2H 56M 43S,2H 57M 5S,M,5376,10603,10625,176.71666666666667
40-44,3125,2957,445,"Paz Lozada, Luis Fernando",Team–,8643,1H 26M 7S,2H 56M 44S,2H 56M 47S,M,5167,10604,10607,176.73333333333332
40-44,3137,2967,446,"Carvalho, Ananias",Team–,7299,1H 25M 33S,2H 56M 47S,3H 1M 19S,M,5133,10607,10879,176.78333333333333
40-44,3138,2968,447,"Skriver, Jakob",Team–,2850,1H 24M 19S,2H 56M 47S,2H 57M 31S,M,5059,10607,10651,176.78333333333333
40-44,3140,2970,448,"Gouveia, Andre",Team–,4347,1H 26M 16S,2H 56M 49S,2H 59M 4S,M,5176,10609,10744,176.81666666666666
40-44,3144,2974,449,"Mckay, Mathew",Team–,3505,1H 25M 34S,2H 56M 49S,2H 58M 23S,M,5134,10609,10703,176.81666666666666
40-44,3146,2976,450,"Amezquita, John",Team–,8876,1H 26M 5S,2H 56M 50S,2H 56M 56S,M,5165,10610,10616,176.83333333333334
40-44,3150,2980,451,"Murguia, Ryan",Team–,4344,1H 26M 24S,2H 56M 50S,2H 59M 8S,M,5184,10610,10748,176.83333333333334
40-44,3152,2982,452,"Mckinnon, Nathan",Team–,2195,1H 27M 10S,2H 56M 51S,2H 58M 57S,M,5230,10611,10737,176.85
40-44,3154,2984,453,"Victor Manuel, Rivas",Team–,2267,1H 27M 15S,2H 56M 51S,2H 57M 40S,M,5235,10611,10660,176.85
40-44,3158,2988,454,"Whitehead, Christopher",TeamShore A.C.,4289,1H 27M 17S,2H 56M 52S,2H 58M 43S,M,5237,10612,10723,176.86666666666667
40-44,3162,2992,455,"Brace, Matt",Team–,3632,1H 23M 56S,2H 56M 54S,2H 58M 5S,M,5036,10614,10685,176.9
40-44,3163,2993,456,"Echeverria, Rafael",Team–,9343,1H 24M 29S,2H 56M 54S,2H 57M 37S,M,5069,10614,10657,176.9
40-44,3165,2995,457,"Quill, Fintan",Team–,5206,1H 27M 48S,2H 56M 54S,2H 59M 5S,M,5268,10614,10745,176.9
40-44,3170,3000,458,"Coutinho, Rafael",Team–,4931,1H 25M 52S,2H 56M 56S,2H 58M 39S,M,5152,10616,10719,176.93333333333334
40-44,3177,3006,459,"Florenco, Mauricio Gomes",Team–,5623,1H 26M 23S,2H 56M 58S,2H 59M 0S,M,5183,10618,10740,176.96666666666667
40-44,3193,3021,460,"Brennecke, Jeffrey",Team–,1428,1H 25M 38S,2H 57M 1S,2H 57M 31S,M,5138,10621,10651,177.01666666666668
40-44,3211,3037,461,"Mcpherson, Brent",Team–,3293,1H 27M 24S,2H 57M 4S,2H 58M 26S,M,5244,10624,10706,177.06666666666666
40-44,3214,3040,462,"Tomlinson, Ryan",TeamNewburgh Evansville Running Co-op,7462,1H 28M 0S,2H 57M 6S,3H 2M 30S,M,5280,10626,10950,177.1
40-44,3215,3041,463,"Mcintosh, Nick",Team–,3479,1H 29M 27S,2H 57M 6S,2H 59M 30S,M,5367,10626,10770,177.1
40-44,3216,3042,464,"Primc, Ales",Team–,6470,1H 28M 15S,2H 57M 6S,3H 0M 14S,M,5295,10626,10814,177.1
